nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Band Hero,PS3,Misc,Activision,0.69,3-Nov-09,76.0,45.0,6.6,9.0,Neversoft Entertainment
X-Men Origins: Wolverine - Uncaged Edition,X360,Action,Activision,0.67,,,,,,
LEGO Rock Band,Wii,Misc,Warner Bros. Interactive Entertainment,0.67,3-Nov-09,70.0,15.0,6.3,4.0,TT Fusion
IL-2 Sturmovik: Birds of Prey,PS3,Simulation,505 Games,0.65,8-Sep-09,81.0,28.0,7,17.0,Gaijin Entertainment
NHL 10,X360,Sports,Electronic Arts,0.64,15-Sep-09,88.0,52.0,8.5,65.0,EA Canada
Transformers: Revenge of the Fallen,PS3,Action,Activision,0.64,23-Jun-09,63.0,41.0,6.1,17.0,"Luxoflux, Inc."
Tiger Woods PGA Tour 10,X360,Sports,Electronic Arts,0.63,8-Jun-09,80.0,51.0,7.1,18.0,EA Tiburon
Transformers: Revenge of the Fallen,X360,Action,Activision,0.6,23-Jun-09,61.0,65.0,7.8,26.0,"Luxoflux, Inc."
WWE SmackDown vs. Raw 2010,PSP,Fighting,THQ,0.6,20-Oct-09,,,6.3,4.0,Yuke's
Ghostbusters: The Video Game,X360,Action,Atari,0.6,16-Jun-09,79.0,53.0,8.4,104.0,Terminal Reality
Major League Baseball 2K9,X360,Sports,Spike,0.6,3-Mar-09,64.0,29.0,5.3,25.0,2K Sports
The Lord of the Rings: Conquest,X360,Action,Electronic Arts,0.59,13-Jan-09,55.0,58.0,6.9,100.0,Pandemic Studios
Tony Hawk: RIDE,X360,Sports,Activision,0.58,17-Nov-09,46.0,43.0,2.9,66.0,Robomodo
Guitar Hero: Metallica,PS3,Misc,Activision,0.58,29-Mar-09,86.0,44.0,7.9,37.0,Neversoft Entertainment
Wet,PS3,Shooter,Bethesda Softworks,0.58,15-Sep-09,70.0,61.0,6.2,41.0,Artificial Mind and Movement
Tony Hawk: RIDE,PS3,Sports,Activision,0.57,17-Nov-09,44.0,29.0,2.2,30.0,Robomodo
Guitar Hero: Smash Hits,Wii,Misc,Activision,0.56,16-Jun-09,74.0,17.0,7.7,6.0,Beenox
Up,Wii,Adventure,THQ,0.55,26-May-09,62.0,6.0,tbd,,Asobo Studio
NHL 10,PS3,Sports,Electronic Arts,0.55,15-Sep-09,88.0,35.0,8,33.0,EA Canada
Trivial Pursuit,Wii,Misc,Electronic Arts,0.54,10-Mar-09,67.0,11.0,tbd,,EA Bright Light
BlazBlue: Calamity Trigger,PS3,Fighting,PQube,0.53,30-Jul-09,87.0,50.0,8.5,96.0,Arc System Works
LEGO Rock Band,X360,Misc,Warner Bros. Interactive Entertainment,0.53,3-Nov-09,71.0,50.0,7.1,28.0,TT Fusion
NBA Live 10,PS3,Sports,Electronic Arts,0.52,6-Oct-09,81.0,32.0,7.5,24.0,EA Canada
F1 2009,PSP,Racing,Codemasters,0.51,16-Nov-09,68.0,23.0,7.1,12.0,Sumo Digital
Pro Evolution Soccer 2010,Wii,Sports,Konami Digital Entertainment,0.5,10-Nov-09,82.0,13.0,8.8,15.0,Konami
IL-2 Sturmovik: Birds of Prey,X360,Simulation,505 Games,0.49,8-Sep-09,80.0,43.0,8.4,17.0,Gaijin Entertainment
The Saboteur,X360,Action,Electronic Arts,0.48,8-Dec-09,73.0,69.0,8.4,119.0,Pandemic Studios
Dreamworks Madagascar Kartz,Wii,Racing,Activision,0.47,27-Oct-09,,,tbd,,Activision
Dragon Ball: Raging Blast,X360,Fighting,Namco Bandai Games,0.47,10-Nov-09,56.0,29.0,7.7,23.0,Spike
Transformers: Revenge of the Fallen,Wii,Action,Activision,0.46,23-Jun-09,53.0,17.0,4.1,12.0,Krome Studios
Bass Pro Shops: The Strike,Wii,Sports,XS Games,0.46,6-Oct-09,,,7.6,5.0,Piranha Games
Harry Potter and the Half-Blood Prince,PSP,Action,Electronic Arts,0.46,30-Jun-09,,,6.6,7.0,EA Bright Light
Dynasty Warriors: Strikeforce,PSP,Action,Ubisoft Annecy,0.45,28-Apr-09,65.0,28.0,6.7,6.0,Omega Force
Silent Hill: Shattered Memories,Wii,Adventure,Konami Digital Entertainment,0.45,19-Jan-10,79.0,56.0,8.3,180.0,Climax Group
Vin Diesel: Wheelman,X360,Racing,Ubisoft,0.44,,,,,,
PES 2009: Pro Evolution Soccer,Wii,Sports,Konami Digital Entertainment,0.44,,,,,,
Rock Band Country Track Pack,Wii,Misc,MTV Games,0.44,21-Jul-09,,,tbd,,Harmonix Music Systems
The Saboteur,PS3,Action,Electronic Arts,0.43,8-Dec-09,72.0,54.0,8.2,97.0,Pandemic Studios
NBA Live 10,X360,Sports,Electronic Arts,0.43,6-Oct-09,80.0,40.0,7.7,32.0,EA Canada
Ben 10 Alien Force: Vilgax Attacks,Wii,Action,D3Publisher,0.43,27-Oct-09,65.0,5.0,4,4.0,Papaya Studios
Karaoke Revolution,Wii,Misc,Konami Digital Entertainment,0.43,24-Nov-09,63.0,4.0,tbd,,Blitz Games Studios
Ben 10 Alien Force: Vilgax Attacks,PSP,Action,D3Publisher,0.41,27-Oct-09,,,tbd,,Papaya Studios
Cabela's Big Game Hunter 2010,PS3,Sports,Activision Value,0.39,29-Sep-09,,,5,9.0,Activision
Up,PSP,Adventure,THQ,0.39,26-May-09,,,tbd,,Asobo Studio
SpongeBob's Truth or Square (US sales),PSP,Action,THQ,0.39,,,,,,
Guitar Hero: Smash Hits,X360,Misc,Activision,0.38,16-Jun-09,71.0,56.0,5.9,16.0,Beenox
SpongeBob's Truth or Square (US sales),Wii,Action,THQ,0.36,,,,,,
DiRT 2,Wii,Racing,Codemasters,0.36,8-Sep-09,51.0,10.0,5.5,22.0,Codemasters
Transformers: Revenge of the Fallen,PSP,Action,Activision,0.36,23-Jun-09,37.0,6.0,5.8,11.0,Savage Entertainment
Trivial Pursuit,X360,Misc,Electronic Arts,0.36,10-Mar-09,66.0,19.0,6.5,8.0,EA Bright Light
LEGO Rock Band,PS3,Misc,Warner Bros. Interactive Entertainment,0.36,3-Nov-09,75.0,36.0,7.5,16.0,TT Fusion
Wanted: Weapons of Fate,X360,Shooter,Warner Bros. Interactive Entertainment,0.35,24-Mar-09,62.0,61.0,7.7,21.0,GRIN
Bionic Commando,PS3,Platform,Capcom,0.34,18-May-09,71.0,48.0,7.4,46.0,GRIN
BlazBlue: Calamity Trigger,X360,Fighting,PQube,0.34,30-Jul-09,86.0,51.0,8.7,61.0,Arc System Works
Marvel Super Hero Squad,Wii,Adventure,THQ,0.34,20-Oct-09,49.0,16.0,7.1,10.0,Blue Tongue Entertainment
NHL 2K10,Wii,Sports,Take-Two Interactive,0.34,15-Sep-09,79.0,8.0,6.8,16.0,Take-Two Interactive
Hannah Montana: The Movie,Wii,Adventure,Disney Interactive Studios,0.34,7-Apr-09,,,tbd,,n-Space
SAW,PS3,Action,Konami Digital Entertainment,0.33,6-Oct-09,59.0,41.0,6.6,22.0,Zombie
Night at the Museum: Battle of the Smithsonian,Wii,Action,Majesco Entertainment,0.33,5-May-09,54.0,8.0,tbd,,"Pipeworks Software, Inc."
Dynasty Warriors 6 Empires,PS3,Action,Tecmo Koei,0.32,23-Jun-09,62.0,22.0,7.2,23.0,Omega Force
Marvel: Ultimate Alliance 2,Wii,Role-Playing,Activision,0.31,15-Sep-09,50.0,8.0,5.3,15.0,n-Space
Guitar Hero: Smash Hits,PS3,Misc,Activision,0.31,16-Jun-09,73.0,34.0,7,7.0,Beenox
DiRT 2,PSP,Racing,Sony Computer Entertainment,0.31,8-Sep-09,55.0,13.0,5.5,8.0,Codemasters
Overlord II,X360,Action,Codemasters,0.31,23-Jun-09,75.0,60.0,7.6,34.0,Triumph Studios
Cabela's Outdoor Adventures (2009),Wii,Sports,Activision Value,0.3,9-Sep-09,,,7.8,4.0,FUN Labs
Vin Diesel: Wheelman,PS3,Racing,Ubisoft,0.3,,,,,,
Tekken 6,PSP,Fighting,Namco Bandai Games,0.3,24-Nov-09,82.0,39.0,8.3,46.0,Namco Bandai Games America
Harry Potter and the Half-Blood Prince,X360,Action,Electronic Arts,0.29,30-Jun-09,64.0,38.0,6.4,8.0,EA Bright Light
Overlord II,PS3,Action,Codemasters,0.29,23-Jun-09,72.0,42.0,7.8,21.0,Triumph Studios
Harry Potter and the Half-Blood Prince,PS3,Action,Electronic Arts,0.28,30-Jun-09,66.0,35.0,6.9,13.0,EA Bright Light
The BIGS 2,Wii,Sports,Take-Two Interactive,0.28,7-Jul-09,68.0,5.0,8.5,6.0,Blue Castle Games
Up,X360,Adventure,THQ,0.27,26-May-09,61.0,18.0,6.8,5.0,Heavy Iron Studios
Dreamworks Madagascar Kartz,PS3,Racing,Activision,0.27,23-Oct-09,,,tbd,,Sidhe Interactive
Wanted: Weapons of Fate,PS3,Shooter,Warner Bros. Interactive Entertainment,0.27,24-Mar-09,61.0,56.0,6.2,17.0,GRIN
Dynasty Warriors: Strikeforce,PS3,Action,Tecmo Koei,0.27,16-Feb-10,64.0,27.0,7.1,14.0,Omega Force
Bionic Commando,X360,Platform,Capcom,0.27,18-May-09,70.0,65.0,7.5,79.0,GRIN
SAW,X360,Action,Konami Digital Entertainment,0.27,6-Oct-09,59.0,39.0,7.4,41.0,Zombie
Guitar Hero: Van Halen,Wii,Misc,Activision,0.26,22-Dec-09,50.0,12.0,4.5,4.0,Neversoft Entertainment
Cabela's Big Game Hunter 2010,X360,Sports,Activision Value,0.26,29-Sep-09,,,5.6,5.0,Activision
Are You Smarter than a 5th Grader? Game Time,Wii,Puzzle,THQ,0.26,26-Oct-09,,,tbd,,THQ
Ice Age: Dawn of the Dinosaurs,Wii,Platform,Activision,0.26,30-Jun-09,75.0,12.0,tbd,,Activision
Major League Baseball 2K9,Wii,Sports,Take-Two Interactive,0.26,3-Mar-09,61.0,5.0,4.6,9.0,2K Sports
MLB 09: The Show,PSP,Sports,Sony Computer Entertainment,0.25,3-Mar-09,78.0,12.0,9.3,4.0,SCEA San Diego Studios
SpongeBob's Truth or Square (US sales),X360,Action,THQ,0.24,,,,,,
Guitar Hero: Van Halen,X360,Misc,Activision,0.23,22-Dec-09,57.0,34.0,5.6,14.0,"Neversoft Entertainment, Underground Development"
NBA Live 10,PSP,Sports,Electronic Arts,0.23,6-Oct-09,64.0,4.0,4.2,10.0,EA Canada
Trivial Pursuit,PS3,Misc,Electronic Arts,0.23,10-Mar-09,66.0,13.0,7.1,7.0,EA Bright Light
Dreamworks Madagascar Kartz,X360,Racing,Activision,0.23,23-Oct-09,,,tbd,,Sidhe Interactive
Up,PS3,Adventure,THQ,0.23,26-May-09,65.0,5.0,6.5,4.0,Heavy Iron Studios
Cabela's Outdoor Adventures (2009),X360,Sports,Activision Value,0.23,9-Sep-09,,,tbd,,FUN Labs
Guitar Hero: Van Halen,PS3,Misc,Activision,0.23,22-Dec-09,59.0,33.0,4.7,9.0,Neversoft Entertainment
Marvel: Ultimate Alliance 2,PSP,Role-Playing,Activision,0.23,22-Sep-09,,,tbd,,Savage Entertainment
Dynasty Warriors 6 Empires,X360,Action,Tecmo Koei,0.22,23-Jun-09,59.0,24.0,7.2,26.0,Omega Force
G.I. Joe: The Rise of Cobra,X360,Action,Electronic Arts,0.22,4-Aug-09,42.0,59.0,4.7,20.0,Double Helix Games
Indiana Jones and the Staff of Kings,PSP,Action,Activision,0.22,9-Jun-09,63.0,10.0,7.8,16.0,Amaze
Tiger Woods PGA Tour 10,PSP,Sports,Electronic Arts,0.22,8-Jun-09,70.0,7.0,tbd,,EA Tiburon
Afro Samurai,X360,Action,Atari,0.22,27-Jan-09,65.0,70.0,6.2,49.0,Namco Bandai Games America
Rock Band Country Track Pack,X360,Misc,MTV Games,0.21,21-Jul-09,66.0,4.0,tbd,,Harmonix Music Systems
Disney Sing It: Pop Hits,PS3,Misc,Disney Interactive Studios,0.21,6-Oct-09,,,tbd,,Zoe Mode
Cabela's Outdoor Adventures (2009),PS3,Sports,Activision Value,0.21,9-Sep-09,,,tbd,,FUN Labs
G.I. Joe: The Rise of Cobra,Wii,Action,Electronic Arts,0.21,4-Aug-09,51.0,11.0,tbd,,Double Helix Games
Ben 10 Alien Force: Vilgax Attacks,X360,Action,D3Publisher,0.21,27-Oct-09,61.0,9.0,tbd,,Papaya Studios
Hannah Montana: The Movie,PS3,Adventure,Disney Interactive Studios,0.2,7-Apr-09,,,2.5,13.0,n-Space
Hannah Montana: The Movie,X360,Adventure,Disney Interactive Studios,0.2,7-Apr-09,25.0,4.0,3.2,37.0,n-Space
50 Cent: Blood on the Sand,X360,Shooter,THQ,0.2,24-Feb-09,71.0,54.0,6.2,47.0,Swordfish Studios
G.I. Joe: The Rise of Cobra,PS3,Action,Electronic Arts,0.2,4-Aug-09,43.0,32.0,4.8,13.0,Double Helix Games
Dynasty Warriors: Strikeforce,X360,Action,Tecmo Koei,0.2,16-Feb-10,59.0,18.0,6.7,9.0,Omega Force
Bass Pro Shops: The Strike,X360,Sports,XS Games,0.2,6-Oct-09,63.0,4.0,5.8,5.0,Piranha Games
Marvel Super Hero Squad,PSP,Adventure,THQ,0.2,20-Oct-09,51.0,7.0,tbd,,THQ
The BIGS 2,X360,Sports,Take-Two Interactive,0.19,7-Jul-09,76.0,31.0,6.1,33.0,Blue Castle Games
Way of the Samurai 3,X360,Action,Gamebridge,0.19,20-Oct-09,55.0,22.0,6.9,11.0,Acquire
Pinball Hall of Fame: The Williams Collection,PS3,Misc,Crave Entertainment,0.19,22-Sep-09,82.0,16.0,7.9,7.0,Farsight Studios
Rock Band Country Track Pack,PS3,Misc,MTV Games,0.18,21-Jul-09,,,tbd,,Harmonix Music Systems
Afro Samurai,PS3,Action,Atari,0.18,27-Jan-09,65.0,52.0,6,20.0,Namco Bandai Games America
Chaotic: Shadow Warriors,Wii,Action,Activision,0.18,10-Nov-09,,,tbd,,FUN Labs
IL-2 Sturmovik: Birds of Prey,PSP,Simulation,505 Games,0.18,10-Sep-09,,,3,7.0,SME Dynamic Systems Limited
Major League Baseball 2K9,PS3,Sports,Spike,0.17,3-Mar-09,61.0,19.0,4,6.0,2K Sports
Ghostbusters: The Video Game,PSP,Action,Atari,0.17,30-Oct-09,54.0,13.0,4.3,12.0,Red Fly Studio
50 Cent: Blood on the Sand,PS3,Shooter,THQ,0.17,24-Feb-09,72.0,37.0,7.3,52.0,Swordfish Studios
Backyard NFL Football '10,Wii,Sports,Atari,0.17,,,,,,
Stormrise,PS3,Strategy,Sega,0.16,24-Mar-09,51.0,28.0,5.3,20.0,Creative Assembly
Jurassic: The Hunted,PS3,Shooter,Activision,0.15,3-Nov-09,,,tbd,,Activision
Leisure Suit Larry: Box Office Bust,X360,Adventure,Codemasters,0.15,31-Mar-09,25.0,27.0,2.4,37.0,Team 17
Ice Age: Dawn of the Dinosaurs,PS3,Platform,Activision,0.15,30-Jun-09,67.0,23.0,6.8,4.0,Activision
NHL 2K10,X360,Sports,Take-Two Interactive,0.14,15-Sep-09,69.0,31.0,7.9,15.0,Take-Two Interactive
Jurassic: The Hunted,Wii,Shooter,Activision,0.14,3-Nov-09,,,tbd,,Activision
Chaotic: Shadow Warriors,X360,Action,Activision,0.14,10-Nov-09,60.0,4.0,tbd,,FUN Labs
G.I. Joe: The Rise of Cobra,PSP,Action,Electronic Arts,0.13,4-Aug-09,,,tbd,,Double Helix Games
Stormrise,X360,Strategy,Sega,0.13,24-Mar-09,48.0,36.0,6.4,15.0,Creative Assembly
NHL 2K10,PS3,Sports,Take-Two Interactive,0.13,15-Sep-09,66.0,23.0,7.1,8.0,Take-Two Interactive
Scene It? Bright Lights! Big Screen!,Wii,Misc,Warner Bros. Interactive Entertainment,0.13,,,,,,
Chaotic: Shadow Warriors,PS3,Action,Activision,0.13,10-Nov-09,,,tbd,,FUN Labs
Scene It? Bright Lights! Big Screen!,X360,Misc,Warner Bros. Interactive Entertainment,0.12,,,,,,
The BIGS 2,PS3,Sports,Take-Two Interactive,0.12,7-Jul-09,80.0,18.0,7.6,16.0,Blue Castle Games
Are You Smarter than a 5th Grader? Game Time,X360,Puzzle,THQ,0.11,26-Oct-09,,,1.3,9.0,ImaginEngine
Karaoke Revolution,X360,Misc,Konami Digital Entertainment,0.11,24-Nov-09,62.0,5.0,tbd,,Blitz Games Studios
Scene It? Bright Lights! Big Screen!,PS3,Misc,Warner Bros. Interactive Entertainment,0.11,,,,,,
Jurassic: The Hunted,X360,Shooter,Activision,0.11,3-Nov-09,60.0,4.0,7.6,18.0,Activision
Night at the Museum: Battle of the Smithsonian,X360,Action,Majesco Entertainment,0.11,5-May-09,50.0,15.0,7.7,6.0,Majesco Games
Ice Age: Dawn of the Dinosaurs,X360,Platform,Activision,0.1,30-Jun-09,68.0,28.0,9,4.0,Activision
Pinball Hall of Fame: The Williams Collection,X360,Misc,Crave Entertainment,0.1,22-Sep-09,83.0,18.0,8.9,15.0,Farsight Studios
Where the Wild Things Are,Wii,Platform,Warner Bros. Interactive Entertainment,0.1,13-Oct-09,65.0,6.0,tbd,,Griptonite Games
Where the Wild Things Are,X360,Platform,Warner Bros. Interactive Entertainment,0.1,13-Oct-09,51.0,10.0,tbd,,Griptonite Games
Cloudy With a Chance of Meatballs,Wii,Adventure,Ubisoft,0.1,15-Sep-09,68.0,4.0,tbd,,Ubisoft Shanghai
Astro Boy: The Video Game,Wii,Action,D3Publisher,0.1,20-Oct-09,48.0,17.0,tbd,,High Voltage Software
Backyard NFL Football '10,X360,Sports,Atari,0.1,,,,,,
The BIGS 2,PSP,Sports,Take-Two Interactive,0.1,7-Jul-09,67.0,5.0,tbd,,Blue Castle Games
Where the Wild Things Are,PS3,Platform,Warner Bros. Interactive Entertainment,0.09,13-Oct-09,53.0,8.0,tbd,,Griptonite Games
Disney Sing It! High School Musical 3: Senior Year,X360,Misc,Disney Interactive Studios,0.09,,,,,,
Cloudy With a Chance of Meatballs,PS3,Adventure,Ubisoft,0.09,18-Sep-09,66.0,9.0,6,5.0,Ubisoft Shanghai
Leisure Suit Larry: Box Office Bust,PS3,Adventure,Codemasters,0.09,5-May-09,17.0,11.0,1.9,31.0,Team 17
ShellShock 2: Blood Trails,X360,Shooter,Eidos Interactive,0.08,24-Feb-09,30.0,21.0,5.9,26.0,Rebellion
Major League Baseball 2K9,PSP,Sports,Spike,0.08,24-Mar-09,,,tbd,,2K Sports
Tornado Outbreak,Wii,Action,Konami Digital Entertainment,0.08,29-Sep-09,71.0,7.0,8.8,4.0,Loose Cannon Studios
ShellShock 2: Blood Trails,PS3,Shooter,Eidos Interactive,0.08,24-Feb-09,35.0,18.0,4.8,23.0,Rebellion
Tornado Outbreak,PS3,Action,Konami Digital Entertainment,0.08,29-Sep-09,69.0,15.0,7.3,7.0,Loose Cannon Studios
Karaoke Revolution,PS3,Misc,Konami Digital Entertainment,0.08,24-Nov-09,66.0,8.0,tbd,,Blitz Games Studios
Obscure: The Aftermath,PSP,Adventure,Playlogic Game Factory,0.07,13-Oct-09,66.0,25.0,9,11.0,Hydravision
Cloudy With a Chance of Meatballs,PSP,Adventure,Ubisoft,0.07,18-Sep-09,,,tbd,,Ubisoft Shanghai
SpongeBob's Truth or Square,PSP,Action,THQ,0.07,26-Oct-09,,,tbd,,Heavy Iron Studios
SpongeBob's Truth or Square,X360,Action,THQ,0.07,26-Oct-09,,,6.3,9.0,Heavy Iron Studios
Cloudy With a Chance of Meatballs,X360,Adventure,Ubisoft,0.07,18-Sep-09,62.0,12.0,6.4,10.0,Ubisoft Shanghai
Tornado Outbreak,X360,Action,Konami Digital Entertainment,0.06,29-Sep-09,62.0,12.0,8,6.0,Loose Cannon Studios
Puyo Puyo 7,Wii,Puzzle,Sega,0.05,,,,,,
428: Fuusa Sareta Shibuya de,PSP,Adventure,Spike,0.04,,,,,,
Astro Boy: The Video Game,PSP,Action,D3Publisher,0.04,20-Oct-09,60.0,6.0,tbd,,High Voltage Software
Chaos;Head Noah,X360,Adventure,5pb,0.04,,,,,,
Puyo Puyo 7,PSP,Puzzle,Sega,0.03,,,,,,
Guilty Gear XX Accent Core Plus,Wii,Fighting,PQube,0.03,12-May-09,76.0,10.0,7.4,5.0,Arc System Works
CID The Dummy,PSP,Platform,Oxygen Interactive,0.03,7-Jul-09,41.0,6.0,tbd,,Twelve Games
CID The Dummy,Wii,Platform,Oxygen Interactive,0.02,7-Jul-09,31.0,7.0,tbd,,Twelve Games
Superstars V8 Racing,PS3,Racing,Black Bean Games,0.02,26-Oct-10,66.0,29.0,6.1,7.0,Milestone S.r.l
428: Fuusa Sareta Shibuya de,PS3,Adventure,Spike,0.02,,,,,,
Fritz Chess,PS3,Strategy,Deep Silver,0.02,,,,,,
Fritz Chess,Wii,Strategy,Deep Silver,0.02,10-Jul-09,,,tbd,,Deep Silver
WSC REAL 09: World Snooker Championship,PS3,Sports,Deep Silver,0.01,,,,,,
WSC REAL 09: World Snooker Championship,X360,Sports,Deep Silver,0.01,,,,,,
Superstars V8 Racing,X360,Racing,Black Bean Games,0.01,TBA,62.0,16.0,,,Milestone S.r.l
Memories Off 6: Next Relation,X360,Adventure,5pb,0.01,,,,,,
Zumba Fitness,Wii,Sports,505 Games,6.53,18-Nov-10,,,tbd,,"Pipeworks Software, Inc."
FIFA Soccer 11,PS3,Sports,Electronic Arts,5.0,28-Sep-10,89.0,51.0,8.1,197.0,EA Sports
Michael Jackson: The Experience,Wii,Misc,Ubisoft,4.27,23-Nov-10,56.0,37.0,7.8,23.0,"Ubisoft Montpellier, Ubisoft Paris"
FIFA Soccer 11,X360,Sports,Electronic Arts,3.48,28-Sep-10,88.0,66.0,7.4,130.0,EA Sports
Battlefield: Bad Company 2,X360,Shooter,Electronic Arts,3.37,2-Mar-10,88.0,75.0,8.7,789.0,EA DICE
Battlefield: Bad Company 2,PS3,Shooter,Electronic Arts,2.84,2-Mar-10,88.0,59.0,8.6,476.0,EA DICE
Medal of Honor,PS3,Shooter,Electronic Arts,2.71,12-Oct-10,75.0,56.0,7.6,235.0,"Danger Close, EA DICE"
Need for Speed: Hot Pursuit,PS3,Racing,Electronic Arts,2.6,16-Nov-10,89.0,59.0,7.1,229.0,Criterion Games
Medal of Honor,X360,Shooter,Electronic Arts,2.53,12-Oct-10,74.0,71.0,6.7,265.0,"Danger Close, Dice"
LEGO Harry Potter: Years 1-4,Wii,Adventure,Warner Bros. Interactive Entertainment,2.29,29-Jun-10,79.0,13.0,8,26.0,Traveller's Tales
Zumba Fitness,X360,Sports,505 Games,2.18,18-Nov-10,42.0,10.0,6,13.0,"Pipeworks Software, Inc."
Need for Speed: Hot Pursuit,X360,Racing,Electronic Arts,2.08,16-Nov-10,88.0,73.0,7,174.0,Criterion Games
Final Fantasy XIII,X360,Role-Playing,Square Enix,2.04,9-Mar-10,82.0,54.0,6.2,439.0,Square Enix
NBA 2K11,X360,Sports,Take-Two Interactive,2.02,5-Oct-10,89.0,50.0,8,88.0,Visual Concepts
Grand Theft Auto: Episodes from Liberty City,PS3,Adventure,Take-Two Interactive,1.84,13-Apr-10,,,8.5,49.0,Rockstar North
Skate 3,X360,Sports,Electronic Arts,1.82,11-May-10,80.0,65.0,7.5,71.0,EA Black Box
NBA 2K11,PS3,Sports,Take-Two Interactive,1.72,5-Oct-10,89.0,46.0,7.4,85.0,Visual Concepts
Skate 3,PS3,Sports,Electronic Arts,1.52,11-May-10,80.0,46.0,7.3,44.0,EA Black Box
Dead Rising 2,X360,Action,Capcom,1.39,28-Sep-10,79.0,76.0,7.1,165.0,Blue Castle Games
Mafia II,X360,Action,Take-Two Interactive,1.38,24-Aug-10,74.0,79.0,7.6,323.0,2K Czech
UFC Undisputed 2010,PS3,Fighting,THQ,1.36,25-May-10,85.0,54.0,7.1,43.0,Yuke's
The Sims 3,X360,Simulation,Electronic Arts,1.36,26-Oct-10,76.0,42.0,7.2,51.0,The Sims Studio
Mafia II,PS3,Action,Take-Two Interactive,1.33,24-Aug-10,75.0,61.0,7.6,216.0,2K Czech
Super Street Fighter IV,PS3,Fighting,Capcom,1.33,27-Apr-10,92.0,58.0,7.7,154.0,Capcom
Star Wars: The Force Unleashed II,PS3,Action,LucasArts,1.33,26-Oct-10,63.0,41.0,7,85.0,LucasArts
Toy Story 3: The Video Game,Wii,Action,Disney Interactive Studios,1.3,,,,,,
Dead Rising 2,PS3,Action,Capcom,1.29,28-Sep-10,80.0,54.0,6.7,148.0,Blue Castle Games
Star Wars: The Force Unleashed II,X360,Action,LucasArts,1.27,26-Oct-10,61.0,59.0,5.7,137.0,LucasArts
UFC Undisputed 2010,X360,Fighting,THQ,1.27,25-May-10,84.0,70.0,6.5,69.0,Yuke's
LEGO Harry Potter: Years 1-4,X360,Adventure,Warner Bros. Interactive Entertainment,1.26,29-Jun-10,79.0,58.0,8,56.0,Traveller's Tales
Sonic & SEGA All-Stars Racing,Wii,Racing,Sega,1.26,,,,,,
The Sims 3,Wii,Simulation,Electronic Arts,1.24,15-Nov-10,,,2.5,26.0,The Sims Studio
EA Sports Active 2,Wii,Sports,Electronic Arts,1.21,16-Nov-10,79.0,8.0,8.1,20.0,EA Canada
FIFA Soccer 11,PSP,Sports,Electronic Arts,1.16,28-Sep-10,68.0,6.0,5.7,7.0,EA Sports
The Sims 3,PS3,Simulation,Electronic Arts,1.16,26-Oct-10,78.0,39.0,6.4,33.0,The Sims Studio
LEGO Harry Potter: Years 1-4,PS3,Adventure,Warner Bros. Interactive Entertainment,1.09,29-Jun-10,79.0,42.0,7.9,32.0,Traveller's Tales
Sniper: Ghost Warrior,X360,Shooter,City Interactive,1.08,29-Jun-10,45.0,39.0,5.8,74.0,City Interactive
FIFA Soccer 11,Wii,Sports,Electronic Arts,1.06,4-Oct-10,73.0,17.0,7.3,7.0,EA Sports
ModNation Racers,PS3,Racing,Sony Computer Entertainment,1.04,25-May-10,82.0,85.0,8.4,176.0,United Front Games
Dante's Inferno,PS3,Action,Electronic Arts,1.01,9-Feb-10,75.0,69.0,7.3,190.0,Visceral Games
Dance on Broadway,Wii,Misc,Ubisoft,0.98,15-Jun-10,48.0,6.0,tbd,,Longtail Studios
Toy Story 3: The Video Game,PS3,Action,Disney Interactive Studios,0.96,,,,,,
Super Street Fighter IV,X360,Fighting,Capcom,0.87,27-Apr-10,91.0,55.0,7.6,97.0,Capcom
Army of Two: The 40th Day,X360,Shooter,Electronic Arts,0.87,12-Jan-10,73.0,79.0,7.3,104.0,EA Montreal
Dante's Inferno,X360,Action,Electronic Arts,0.87,9-Feb-10,73.0,71.0,7.6,181.0,Visceral Games
EA Sports Active 2,PS3,Sports,Electronic Arts,0.84,16-Nov-10,78.0,20.0,5,12.0,EA Canada
Sonic & SEGA All-Stars Racing,PS3,Racing,Sega,0.82,,,,,,
Tiger Woods PGA Tour 11,PS3,Sports,Electronic Arts,0.79,8-Jun-10,78.0,40.0,6.6,16.0,EA Sports
Rock Band 3,X360,Misc,MTV Games,0.79,26-Oct-10,93.0,57.0,8.1,118.0,Harmonix Music Systems
Army of Two: The 40th Day,PS3,Shooter,Electronic Arts,0.79,12-Jan-10,74.0,56.0,7.1,58.0,EA Montreal
DJ Hero 2,X360,Misc,Activision,0.76,19-Oct-10,86.0,66.0,7.8,20.0,FreeStyleGames
Star Wars: The Force Unleashed II,Wii,Action,LucasArts,0.68,26-Oct-10,71.0,10.0,7.8,26.0,"LucasArts, Red Fly Studio"
DJ Hero 2,PS3,Misc,Activision,0.68,19-Oct-10,86.0,46.0,7.7,17.0,FreeStyleGames
Monopoly Streets,Wii,Misc,Electronic Arts,0.68,26-Oct-10,65.0,9.0,tbd,,Electronic Arts
Split/Second,PS3,Racing,Disney Interactive Studios,0.67,18-May-10,84.0,56.0,8.2,79.0,Black Rock Studio
