nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Thomas & Friends: Hero of the Rails,Wii,Misc,Unknown,0.01,,,,,,
Two Worlds II,PS3,Role-Playing,Unknown,0.4,25-Jan-11,70.0,28.0,7,56.0,Reality Pump
Alvin and the Chipmunks: Chipwrecked,X360,Misc,505 Games,0.08,15-Nov-11,,,1.8,4.0,Behaviour Interactive
Rocksmith 2014,PS3,Misc,Ubisoft,0.45,,,,,,
Disney Sing It! High School Musical 3: Senior Year,PS3,Misc,Disney Interactive Studios,0.37,,,,,,
SpongeBob's Atlantis SquarePantis,Wii,Adventure,THQ,0.6,12-Nov-07,,,4.3,4.0,THQ
Grisaia no Kajitsu: La Fruit de la Grisaia,PSP,Adventure,Prototype,0.01,,,,,,
Power Rangers Samurai,Wii,Action,Namco Bandai Games,0.27,22-Nov-11,45.0,4.0,tbd,,Inti
Last Ranker,PSP,Role-Playing,Capcom,0.13,,,,,,
Water Sports,Wii,Action,Avanquest,0.1,27-Oct-09,,,tbd,,Activision
Kart Racer,Wii,Racing,Nordic Games,0.05,16-Mar-11,,,tbd,,Nordic Games Publishing
Chou Jigen Game Neptune Mk-II,PS3,Role-Playing,Compile Heart,0.09,,,,,,
Lego Marvel Super Heroes,PS3,Action,Warner Bros. Interactive Entertainment,0.87,22-Oct-13,82.0,21.0,7.8,48.0,TT Games
Happy Feet Two,PS3,Adventure,Warner Bros. Interactive Entertainment,0.05,,,,,,
NASCAR 2011: The Game,Wii,Racing,Activision,0.21,24-May-11,42.0,5.0,4.5,6.0,Eutechnyx
Muv-Luv,PS3,Adventure,5pb,0.01,,,,,,
NBA 08,PS3,Sports,Sony Computer Entertainment,0.13,12-Oct-07,63.0,37.0,6,4.0,SCEA San Diego Studios
Daigasso! Band Brothers P,3DS,Misc,Nintendo,0.12,,,,,,
Rocksmith,X360,Misc,Ubisoft,0.99,18-Oct-11,77.0,30.0,8.2,61.0,Ubisoft
7 Wonders of the Ancient World,PSP,Puzzle,Mumbo Jumbo,0.08,23-Apr-07,51.0,10.0,tbd,,MumboJumbo
Onigokko! Portable,PSP,Adventure,Alchemist,0.01,,,,,,
Dead Rising 2: Off the Record,X360,Action,Capcom,0.23,11-Oct-11,72.0,49.0,7.5,49.0,Capcom Vancouver
Bolt,X360,Adventure,Disney Interactive Studios,0.23,18-Nov-08,57.0,18.0,7.3,6.0,Avalanche Software
I Don't Have Many Friends Portable,PSP,Adventure,Namco Bandai Games,0.07,,,,,,
Hail to the Chimp,PS3,Misc,Gamecock,0.04,30-Jun-08,51.0,19.0,tbd,,Wideload Games Inc.
Guitar Hero: Metallica,PS3,Misc,Activision,0.58,29-Mar-09,86.0,44.0,7.9,37.0,Neversoft Entertainment
Assassin's Creed,PS3,Adventure,Ubisoft,4.66,13-Nov-07,81.0,40.0,7.4,552.0,Ubisoft Montreal
Sin and Punishment: Star Successor,Wii,Shooter,Nintendo,0.4,27-Jun-10,87.0,60.0,8.4,64.0,Treasure
GRID 2,X360,Racing,Codemasters,0.2,28-May-13,78.0,50.0,5.7,143.0,Codemasters
ABBA: You Can Dance,Wii,Misc,Ubisoft,0.71,15-Nov-11,66.0,5.0,tbd,,Ubisoft
Nicktoons MLB,Wii,Sports,Take-Two Interactive,0.11,13-Sep-11,,,tbd,,High Voltage Software
LEGO Pirates of the Caribbean: The Video Game,Wii,Action,Disney Interactive Studios,1.39,10-May-11,73.0,14.0,6.8,11.0,Traveller's Tales
Tiger & Bunny: On-Air Jack!,PSP,Action,Namco Bandai Games,0.03,,,,,,
Imagine: Fashion Party,Wii,Simulation,Ubisoft,0.25,3-Feb-09,,,tbd,,"Virtual Toys, Lexis Numerique"
Saru! Get You! SaruSaru Daisakusen,PSP,Platform,Sony Computer Entertainment,0.03,,,,,,
Mafia II,X360,Action,Take-Two Interactive,1.38,24-Aug-10,74.0,79.0,7.6,323.0,2K Czech
Warship Gunner 2 Portable,PSP,Simulation,Tecmo Koei,0.02,,,,,,
Tokobot,PSP,Platform,Take-Two Interactive,0.06,5-Dec-05,72.0,30.0,8.3,7.0,Tecmo
Dynasty Warriors 6 Empires,PS3,Action,Tecmo Koei,0.32,23-Jun-09,62.0,22.0,7.2,23.0,Omega Force
Fight Night Round 4,PS3,Fighting,Electronic Arts,1.46,23-Jun-09,88.0,47.0,7.6,85.0,EA Canada
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,Shooter,Sony Computer Entertainment,1.04,7-Nov-06,81.0,31.0,9.2,30.0,Zipper Interactive
EA Sports Grand Slam Tennis,Wii,Sports,Electronic Arts,0.88,,,,,,
The Hardy Boys: The Hidden Theft,Wii,Adventure,The Adventure Company,0.09,29-Sep-09,50.0,5.0,tbd,,XPEC Entertainment Inc.
Arctic Tale,Wii,Adventure,Zoo Digital Publishing,0.04,10-Oct-07,,,tbd,,Atomic Planet Entertainment
Uta Kumi 575,PSV,Misc,Sega,0.01,,,,,,
Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,PSP,Role-Playing,Falcom Corporation,0.01,,,,,,
Dead to Rights: Retribution,X360,Shooter,Namco Bandai Games,0.19,27-Apr-10,61.0,64.0,6.5,23.0,Volatile Games
Left 4 Dead 2,X360,Shooter,Electronic Arts,3.74,17-Nov-09,89.0,76.0,8.6,598.0,Valve Software
MLB 09: The Show,PSP,Sports,Sony Computer Entertainment,0.25,3-Mar-09,78.0,12.0,9.3,4.0,SCEA San Diego Studios
Shinobi Koutsutsu,PSP,Adventure,Idea Factory,0.01,,,,,,
Final Fantasy XI: Wings of the Goddess,X360,Role-Playing,Square Enix,0.26,20-Nov-07,63.0,4.0,4.8,4.0,Square Enix
NERF N-Strike: Double Blast Bundle,Wii,Shooter,Electronic Arts,0.09,26-Oct-10,,,tbd,,Electronic Arts
Grand Theft Auto V,X360,Action,Take-Two Interactive,13.33,17-Sep-13,97.0,58.0,8.1,2714.0,Rockstar North
Resident Evil: Revelations,3DS,Action,Capcom,0.77,7-Feb-12,82.0,78.0,8.6,288.0,Capcom
Red Faction: Guerrilla,PS3,Shooter,THQ,0.7,2-Jun-09,85.0,56.0,8.1,114.0,Volition Inc.
Kingdom Hearts: Birth by Sleep,PSP,Role-Playing,Square Enix,1.97,7-Sep-10,82.0,62.0,8.7,117.0,Square Enix
Dead Rising: Chop Till You Drop,Wii,Action,Capcom,0.28,24-Feb-09,61.0,30.0,6.5,30.0,TOSE
Mirror's Edge,X360,Action,Electronic Arts,1.11,11-Nov-08,79.0,82.0,7.5,265.0,EA DICE
London 2012: The Official Video Game of the Olympic Games,PS3,Sports,Sega,0.57,,,,,,
I Spy: Spooky Mansion,Wii,Puzzle,Storm City Games,0.23,19-Oct-10,,,tbd,,Gusto Games
The Club,PS3,Shooter,Sega,0.2,19-Feb-08,72.0,42.0,6.5,15.0,Bizarre Creations
America's Next Top Model,Wii,Action,Crave Entertainment,0.07,1-Jun-10,,,tbd,,Neopica
Kidou Senshi Gundam: Senjou no Kizuna Portable,PSP,Strategy,Namco Bandai Games,0.18,,,,,,
FIFA Soccer 14,Wii,Sports,Electronic Arts,0.26,,,,,,
Dream Trigger 3D,3DS,Shooter,D3Publisher,0.05,10-May-11,54.0,24.0,6.5,25.0,"Art Co., Ltd."
Top Spin 3,X360,Sports,Take-Two Interactive,0.55,23-Jun-08,78.0,47.0,7.7,31.0,Pam Development
Worms: A Space Oddity,Wii,Strategy,THQ,0.07,18-Mar-08,64.0,26.0,4.3,11.0,Team 17
Lord of Apocalypse,PSV,Role-Playing,Square Enix,0.1,,,,,,
Lips,X360,Misc,Microsoft Game Studios,0.75,18-Nov-08,71.0,43.0,7.5,33.0,iNiS
Tetris Party Deluxe,Wii,Puzzle,Nintendo,0.53,25-May-10,72.0,19.0,7.5,4.0,"Tetris Online, Inc"
Mushihimesama,X360,Action,Cave,0.02,,,,,,
Virtua Tennis 3,X360,Sports,Sega,0.03,20-Mar-07,80.0,34.0,7,22.0,Sumo Digital
Super Swing Golf Season 2,Wii,Sports,Rising Star Games,0.11,11-Dec-07,70.0,17.0,tbd,,"Tecmo, Ntreev Soft"
Toriko: Gourmet Battle!,3DS,Role-Playing,Namco Bandai Games,0.05,,,,,,
Family Game Night 4: The Game Show,Wii,Misc,Electronic Arts,0.12,1-Nov-11,,,tbd,,Electronic Arts
MTX Mototrax,PSP,Racing,Activision,0.05,28-Jun-06,67.0,8.0,tbd,,Left Field Productions
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,Role-Playing,Namco Bandai Games,0.14,20-Jun-06,63.0,25.0,8.3,8.0,Microvision
Enemy Territory: Quake Wars,PS3,Shooter,Activision,0.34,27-May-08,60.0,30.0,6.2,10.0,"Z-Axis, Ltd."
Machi: Unmei no Kousaten,PSP,Adventure,ChunSoft,0.02,,,,,,
Jissen Pachi-Slot Pachinko Hisshouhou! Wii Hokuto no Ken Sammy's Collection,Wii,Misc,Sega,0.01,,,,,,
Generation of Chaos 6,PSP,Action,Idea Factory,0.01,,,,,,
Silent Hill HD Collection,PS3,Action,Konami Digital Entertainment,0.23,20-Mar-12,70.0,33.0,4.1,90.0,Konami
Hatsune Miku: Project Mirai 2,3DS,Action,Sega,0.17,,,,,,
Way of the Samurai 3,X360,Action,Gamebridge,0.19,20-Oct-09,55.0,22.0,6.9,11.0,Acquire
Farming Simulator 2012,3DS,Action,Excalibur Publishing,0.12,,,,,,
Paper Mario: Sticker Star,3DS,Role-Playing,Nintendo,1.89,11-Nov-12,75.0,69.0,6.9,182.0,Intelligent Systems
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,Role-Playing,Square Enix,0.47,,,,,,
Rock of the Dead,PS3,Shooter,Conspiracy Entertainment,0.03,19-Oct-10,45.0,7.0,tbd,,Epicenter Studios
Yamaha Supercross,Wii,Racing,Zoo Digital Publishing,0.07,14-Jul-08,,,tbd,,Coyote Console
Deadpool,X360,Action,Activision,0.23,25-Jun-13,62.0,49.0,7.4,322.0,High Moon Studios
Macross 30: Ginga o Tsunagu Utagoe,PS3,Shooter,Namco Bandai Games,0.1,,,,,,
Monster Kingdom: Jewel Summoner,PSP,Role-Playing,Sony Computer Entertainment,0.04,19-Feb-07,66.0,25.0,8.3,4.0,Gaia (Sony)
Ferrari Challenge Trofeo Pirelli,PS3,Racing,System 3 Arcade Software,0.02,26-Aug-08,71.0,37.0,6.4,23.0,Eutechnyx
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,Misc,Idea Factory,0.03,,,,,,
Order Up!!,3DS,Action,Funbox Media,0.01,,,,,,
Memories Off 6: Next Relation,PSP,Adventure,5pb,0.01,,,,,,
Little Battlers eXperience: Explosive Boost,3DS,Action,Level 5,0.2,,,,,,
Way of the Samurai 3,PS3,Action,Gamebridge,0.5,13-Oct-09,58.0,18.0,7.8,18.0,Acquire
Michael Jackson: The Experience,PSP,Misc,Ubisoft,0.13,23-Nov-10,,,tbd,,Ubisoft
Disney Universe,PS3,Action,Disney Interactive Studios,0.52,25-Oct-11,70.0,29.0,7.3,10.0,Eurocom Entertainment Software
Tokimeki Memorial: Forever with You,PSP,Simulation,Konami Digital Entertainment,0.01,,,,,,
LMA Manager 2007,X360,Sports,Codemasters,0.01,,,,,,
DuckTales: Remastered,WiiU,Action,Capcom,0.03,13-Aug-13,76.0,10.0,7.7,66.0,WayForward
The Incredible Hulk,X360,Action,Sega,0.24,5-Jun-08,55.0,42.0,6.3,23.0,Edge of Reality
Memories Off 2nd,PSP,Adventure,5pb,0.01,,,,,,
LEGO Batman: The Videogame,Wii,Adventure,Warner Bros. Interactive Entertainment,2.84,23-Sep-08,74.0,17.0,7.8,18.0,Traveller's Tales
Dead Space 3,X360,Shooter,Electronic Arts,0.84,5-Feb-13,78.0,68.0,6.3,616.0,Visceral Games
Overlord: Dark Legend,Wii,Adventure,Codemasters,0.35,23-Jun-09,68.0,30.0,7.9,13.0,Climax Group
Blitz: The League,X360,Sports,Midway Games,0.15,13-Nov-06,69.0,23.0,6.5,11.0,Midway
Cabela's Big Game Hunter 2010,X360,Sports,Activision Value,0.26,29-Sep-09,,,5.6,5.0,Activision
Romance of the Three Kingdoms XII,PS3,Strategy,Tecmo Koei,0.08,,,,,,
Brave Story: New Traveller (jp sales),PSP,Role-Playing,Sony Computer Entertainment,0.05,,,,,,
Dungeon Maker: Hunting Ground,PSP,Role-Playing,Global A Entertainment,0.03,19-Jun-07,70.0,18.0,8.5,6.0,Global A
Nascar Unleashed,PS3,Racing,Activision,0.08,1-Nov-11,,,tbd,,
We Sing Deutsche Hits,Wii,Misc,Nordic Games,0.26,,,,,,
The Lord of the Rings: Conquest,PS3,Action,Electronic Arts,0.69,13-Jan-09,54.0,45.0,6.8,46.0,Pandemic Studios
Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,Fighting,Konami Digital Entertainment,0.02,,,,,,
Remington Super Slam Hunting: Africa,Wii,Sports,Mastiff,0.25,17-Nov-10,,,tbd,,Mastiff
Gegege no Kitarou: Youkai Daiundoukai,Wii,Action,Namco Bandai Games,0.01,,,,,,
Cartoon Network: Punch Time Explosion XL,PS3,Fighting,Crave Entertainment,0.06,,,,,,
Heavy Rain,PS3,Adventure,Sony Computer Entertainment,2.73,23-Feb-10,87.0,107.0,7.4,2179.0,Quantic Dream
Jonah Lomu Rugby Challenge,X360,Sports,Home Entertainment Suppliers,0.24,18-Oct-11,73.0,14.0,6.9,7.0,Sidhe Interactive
Harvest Moon: Magical Melody,Wii,Simulation,Rising Star Games,0.25,25-Aug-09,69.0,14.0,8.8,16.0,Marvelous
Star Ocean: The Last Hope,X360,Role-Playing,Square Enix,0.75,23-Feb-09,72.0,56.0,7.3,135.0,"Tri-Ace, Square Enix"
Invizimals: Shadow Zone,PSP,Strategy,Sony Computer Entertainment,0.27,25-Oct-11,,,tbd,,Novarama
Operation Flashpoint: Dragon Rising,PS3,Shooter,Codemasters,0.88,6-Oct-09,76.0,42.0,6.4,48.0,Codemasters
Pac-Man Party,Wii,Misc,Namco Bandai Games,0.57,16-Nov-10,59.0,14.0,4.8,6.0,TOSE
Tony Hawk: RIDE,Wii,Sports,Activision,0.93,17-Nov-09,47.0,15.0,4.5,21.0,Buzz Monkey
Test Drive: Ferrari Legends,PS3,Racing,Unknown,0.02,3-Jul-12,62.0,19.0,4.9,22.0,"Atari, Slightly Mad Studios"
NBA 2K7,X360,Sports,Take-Two Interactive,0.57,25-Sep-06,84.0,46.0,7.8,65.0,"Visual Concepts, Kush Games"
NHL 12,PS3,Sports,Electronic Arts,0.53,13-Sep-11,86.0,33.0,7.6,42.0,Electronic Arts
FIFA Street,PS3,Sports,Electronic Arts,1.05,13-Mar-12,76.0,36.0,6.2,47.0,EA Sports
Taiko no Tatsujin Portable 2,PSP,Misc,Namco Bandai Games,0.05,,,,,,
Jurassic Park: The Game,X360,Action,Unknown,0.13,15-Nov-11,60.0,9.0,3.3,130.0,Telltale Games
ATV Offroad Fury Pro,PSP,Racing,Sony Computer Entertainment,0.43,26-Oct-06,76.0,32.0,tbd,,Climax Group
Saints Row: The Third,X360,Action,THQ,2.62,15-Nov-11,84.0,70.0,7.5,399.0,Volition Inc.
Order Up!,Wii,Misc,Zoo Digital Publishing,0.2,,,,,,
Pro Evolution Soccer 2012,3DS,Sports,Konami Digital Entertainment,0.02,1-Feb-12,73.0,9.0,8.4,11.0,Konami
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,PS3,Action,THQ,0.06,,,,,,
Call of Duty: Ghosts,PS3,Shooter,Activision,7.32,5-Nov-13,71.0,10.0,2.1,825.0,Infinity Ward
Digimon World Re:Digitize Decode,3DS,Role-Playing,Namco Bandai Games,0.08,,,,,,
Monster Jam: Path of Destruction,PS3,Racing,Activision,0.21,9-Nov-10,,,6.3,4.0,Virtuos
Tom Clancy's Rainbow Six: Vegas,PS3,Shooter,Ubisoft,1.22,26-Jun-07,86.0,32.0,7.3,61.0,Ubisoft Montreal
Marvel Super Hero Squad: The Infinity Gauntlet,3DS,Action,THQ,0.07,11-Oct-11,54.0,4.0,tbd,,THQ
Star Trek: Tactical Assault,PSP,Strategy,Ubisoft,0.03,14-Nov-06,64.0,15.0,7.9,10.0,"Quicksilver Software, Inc"
The Jak and Daxter Collection,PS3,Platform,Sony Computer Entertainment,0.69,,,,,,
Shadows of the Damned,X360,Action,Electronic Arts,0.16,21-Jun-11,76.0,76.0,8.3,106.0,Grasshopper Manufacture
Puppies 3D,3DS,Misc,Ubisoft,0.11,8-Nov-11,,,tbd,,Ubisoft
History Channel: Battle for the Pacific,X360,Shooter,Activision,0.05,,,,,,
DiRT 2,X360,Racing,Codemasters,0.77,8-Sep-09,87.0,65.0,8.1,94.0,Codemasters
Trivial Pursuit,PS3,Misc,Electronic Arts,0.23,10-Mar-09,66.0,13.0,7.1,7.0,EA Bright Light
Tomb Raider: Underworld,X360,Adventure,Eidos Interactive,1.03,18-Nov-08,76.0,57.0,6.4,171.0,Crystal Dynamics
Kinect Sports: Season Two,X360,Sports,Microsoft Game Studios,2.18,25-Oct-11,66.0,46.0,6.3,27.0,"BigPark, Rare Ltd."
Viva Pinata,X360,Simulation,Microsoft Game Studios,1.58,9-Nov-06,84.0,65.0,8.1,105.0,Rare Ltd.
Call of Duty: Modern Warfare 3,PS3,Shooter,Activision,12.74,8-Nov-11,88.0,39.0,3.1,5037.0,"Infinity Ward, Sledgehammer Games"
Heavy Fire: The Chosen Few 3D,3DS,Shooter,Mastiff,0.02,19-Dec-11,,,tbd,,
We Dance,Wii,Misc,Nordic Games,0.08,2-Sep-11,,,tbd,,Nordic Games Publishing
Reality Fighters,PSV,Fighting,Sony Computer Entertainment,0.08,13-Mar-12,54.0,39.0,3.7,24.0,Novarama
Ys: Foliage Ocean in Celceta,PSV,Action,Nihon Falcom Corporation,0.14,,,,,,
101-in-1 Sports Party Megamix,Wii,Sports,Nordcurrent,0.03,13-Jan-11,41.0,7.0,tbd,,Nordcurrent
The BIGS 2,X360,Sports,Take-Two Interactive,0.19,7-Jul-09,76.0,31.0,6.1,33.0,Blue Castle Games
Overlord II,PS3,Action,Codemasters,0.29,23-Jun-09,72.0,42.0,7.8,21.0,Triumph Studios
Toro to Morimori,PS3,Misc,Sony Computer Entertainment,0.01,,,,,,
Ben 10 Galactic Racing,Wii,Racing,D3Publisher,0.11,18-Oct-11,,,tbd,,Monkey Bar Games
Harry Potter and the Deathly Hallows - Part 1,PS3,Action,Electronic Arts,0.32,16-Nov-10,38.0,27.0,2.6,16.0,EA Bright Light
Grand Theft Auto IV,X360,Action,Take-Two Interactive,10.63,29-Apr-08,98.0,86.0,7.9,2565.0,Rockstar North
nail'd,X360,Racing,Deep Silver,0.08,30-Nov-10,64.0,49.0,7.8,12.0,Techland
Ninja Blade,X360,Action,Microsoft Game Studios,0.3,7-Apr-09,68.0,65.0,6.8,48.0,From Software
Cabela's Monster Buck Hunter,Wii,Sports,Activision,0.59,25-Mar-10,,,tbd,,FUN Labs
Sonic the Hedgehog,X360,Platform,Sega,0.98,14-Nov-06,46.0,38.0,4.5,243.0,Sega
Angry Birds Trilogy,3DS,Action,Activision,0.49,25-Sep-12,62.0,7.0,4.5,16.0,Rovio Mobile
Monster 4X4: World Circuit,Wii,Racing,Ubisoft,0.87,19-Nov-06,51.0,11.0,7.8,17.0,Ubisoft
Rubik's World,Wii,Puzzle,Game Factory,0.14,4-Nov-08,64.0,9.0,tbd,,Two Tribes
Winning Eleven: Pro Evolution Soccer 2007,PSP,Sports,Konami Digital Entertainment,0.86,6-Feb-07,81.0,10.0,8.8,13.0,KCET
Guitar Hero 5,X360,Misc,Activision,1.08,1-Sep-09,85.0,69.0,6.7,100.0,Neversoft Entertainment
Dragon Quest VII,3DS,Role-Playing,Square Enix,1.24,,,,,,
Kingdom: Ikkitousen no Ken,PSP,Action,Konami Digital Entertainment,0.02,,,,,,
Gal*Gun,X360,Shooter,Alchemist,0.04,,,,,,
WSC Real 11: World Snooker Championship,PS3,Sports,Koch Media,0.05,,,,,,
GunPey,PSP,Puzzle,Atari,0.05,17-Nov-06,62.0,24.0,tbd,,Q Entertainment
Superstars V8 Racing,X360,Racing,Black Bean Games,0.01,TBA,62.0,16.0,,,Milestone S.r.l
Beyond the Labyrinth,3DS,Role-Playing,Unknown,0.03,,,,,,
Mimana Iyar Chronicle,PSP,Role-Playing,GungHo,0.08,30-Mar-10,45.0,6.0,5.2,5.0,GungHo
FIFA Soccer 09,X360,Sports,Electronic Arts,1.93,13-Oct-08,87.0,51.0,8,87.0,EA Canada
Beowulf: The Game,PSP,Action,Ubisoft,0.08,4-Dec-07,44.0,4.0,tbd,,Virtuos
Spider-Man 3,PSP,Platform,Activision,0.27,16-Oct-07,52.0,7.0,7.9,7.0,Treyarch
Patapon,PSP,Platform,Sony Computer Entertainment,0.77,26-Feb-08,86.0,60.0,8.7,80.0,SCE Japan Studio
Bee Movie Game,Wii,Action,Activision,0.33,5-Nov-07,62.0,16.0,tbd,,Smart Bomb Interactive
NCIS,PS3,Adventure,Ubisoft,0.1,1-Nov-11,50.0,4.0,4,4.0,Ubisoft
Just Dance 4,Wii,Misc,Ubisoft,6.83,9-Oct-12,74.0,10.0,6.8,22.0,Ubisoft
XCOM: Enemy Unknown,PS3,Strategy,Take-Two Interactive,0.41,9-Oct-12,89.0,20.0,8.4,216.0,Firaxis Games
Jikkyou Powerful Pro Yakyuu 2010,PSP,Sports,Konami Digital Entertainment,0.2,,,,,,
Virtua Tennis 4: World Tour,PSV,Sports,Sega,0.31,15-Feb-12,77.0,35.0,7.9,43.0,Sega
Family Trainer: Treasure Adventure,Wii,Sports,Namco Bandai Games,0.06,TBA,,,,,Namco Bandai Games
Band Hero,X360,Misc,Activision,0.72,3-Nov-09,76.0,52.0,5,29.0,Neversoft Entertainment
Chaos;Head - Love Chu*Chu!,PSP,Adventure,5pb,0.04,,,,,,
WRC: FIA World Rally Championship,PS3,Racing,Black Bean Games,0.18,8-Oct-10,68.0,24.0,tbd,,Milestone S.r.l
D.C. III: Da Capo III,PSP,Adventure,Kadokawa Games,0.03,,,,,,
Street Fighter X Tekken,X360,Fighting,Capcom,0.39,6-Mar-12,83.0,45.0,4.2,162.0,Capcom
John Daly's ProStroke Golf,X360,Sports,O-Games,0.01,Canceled,57.0,5.0,,,Gusto Games
Backyard Sports Football: Rookie Rush,X360,Sports,Atari,0.08,,,,,,
Darkstalkers Resurrection,PS3,Fighting,Capcom,0.03,12-Mar-13,80.0,33.0,7,26.0,Iron Galaxy Studios
